is_scam,cleaned_stipend_monthly,has_website,has_email,skills_count,title_word_count,desc_char_length,numeric_openings,is_bulk_hiring,is_wfh_short_duration,company_name_word_count,link_count_desc,contact_count_desc,all_caps_ratio_desc,keyword_count,stipend_to_skills_ratio,text_density_index,low_skills_high_urgency,is_anonymous_recruiter,readability_score,fraud_phrase_score,urgency_score,contact_risk_score,skill_richness_score
0,6500.0,1,0,6,7,370,1,0,0,3,0,0,0.02666666666666667,0,928.5714285714286,0.018867924528301886,0,0,15.553500000000014,0,0,0,0.75
1,15000.0,1,0,5,3,979,6,0,0,4,0,0,0.034523809523809526,0,2500.0,0.003061224489795918,0,0,-113.91881889763778,0,0,0,1.25
0,10000.5,1,0,5,5,927,2,0,0,4,0,0,0.057640750670241284,0,1666.75,0.005387931034482759,0,0,30.113020833333366,0,0,0,0.8333333333333334
0,53500.0,1,0,3,12,456,7,0,0,4,0,0,0.024,0,13375.0,0.0262582056892779,0,0,-0.3783018867924568,6,0,8,0.23076923076923078
0,20000.0,0,0,1,7,122,20,0,0,6,0,0,0.041237113402061855,0,10000.0,0.056910569105691054,0,1,17.712500000000006,0,0,0,0.125
0,6500.0,1,0,2,4,1206,10,0,0,5,0,0,0.02920443101711984,0,2166.6666666666665,0.0033140016570008283,0,0,36.78471014492757,0,1,0,0.4
0,11000.0,1,0,4,4,199,1,0,0,1,0,0,0.03870967741935484,0,2200.0,0.02,0,0,21.524525862068998,0,0,0,0.8
0,4500.0,1,0,6,6,1240,3,0,0,2,0,0,0.029440628066732092,0,642.8571428571429,0.004834810636583401,0,0,13.621143144485416,0,0,0,0.8571428571428571
1,5000.0,1,0,6,5,878,1,0,0,3,0,0,0.02482758620689655,0,714.2857142857143,0.005688282138794084,0,0,11.666184210526325,0,0,0,1.0
0,14500.0,1,0,1,4,223,0,0,0,4,0,0,0.016666666666666666,0,7250.0,0.017857142857142856,0,0,18.87708333333336,0,0,0,0.2
0,6000.0,1,0,4,10,394,5,0,1,2,0,0,0.043209876543209874,0,1200.0,0.02531645569620253,0,0,36.02174242424243,6,0,8,0.36363636363636365
0,9000.0,1,0,1,6,529,2,0,0,4,0,0,0.034324942791762014,0,4500.0,0.011320754716981131,0,0,-5.251071428571407,0,0,0,0.14285714285714285
