is_scam,cleaned_stipend_monthly,has_website,has_email,skills_count,title_word_count,desc_char_length,numeric_openings,is_bulk_hiring,is_wfh_short_duration,company_name_word_count,link_count_desc,contact_count_desc,all_caps_ratio_desc,keyword_count,stipend_to_skills_ratio,text_density_index,low_skills_high_urgency,is_anonymous_recruiter,readability_score,fraud_phrase_score,urgency_score,contact_risk_score,skill_richness_score
0,11000.0,0,0,7,7,1789,10,0,0,4,0,0,0.022582921665490474,0,1375.0,0.003910614525139665,0,1,33.70676739926739,0,1,0,0.875
0,5000.0,1,0,7,5,952,5,0,0,5,0,0,0.030263157894736843,0,625.0,0.005246589716684155,0,0,43.80262287104625,0,0,0,1.1666666666666667
0,19000.0,0,0,7,5,838,30,1,0,1,0,0,0.021994134897360705,0,2375.0,0.0059594755661501785,0,1,37.00273305084747,0,0,0,1.1666666666666667
0,6000.0,1,0,4,5,570,5,0,0,3,0,0,0.05066079295154185,0,1200.0,0.008756567425569177,0,0,24.399216772151902,0,0,0,0.6666666666666666
0,10000.0,1,0,12,12,1143,1,0,0,4,0,0,0.038751345532831,0,769.2307692307693,0.01048951048951049,0,0,19.091117647058837,0,0,0,0.9230769230769231
0,13250.0,1,0,5,6,2220,70,1,0,2,0,0,0.02019650655021834,0,2208.3333333333335,0.0027014858171994596,0,0,18.34883910891091,0,0,0,0.7142857142857143
0,15500.0,1,0,12,5,638,2,0,0,1,0,0,0.03294573643410853,0,1192.3076923076924,0.00782472613458529,0,0,20.157931034482772,0,0,0,2.0
0,17500.0,0,0,7,5,881,2,0,0,2,0,0,0.03894297635605007,0,2187.5,0.005668934240362812,0,1,31.06796743697481,0,0,0,1.1666666666666667
0,13500.0,0,0,7,7,1043,12,0,0,4,0,0,0.03044496487119438,0,1687.5,0.006704980842911878,0,1,44.39331846068046,0,1,0,0.875
0,13500.0,0,0,7,8,1211,10,0,0,4,0,0,0.028169014084507043,0,1687.5,0.006600660066006601,0,1,34.49790163934426,0,1,0,0.7777777777777778
0,0.0,0,0,5,8,1295,20,0,0,4,0,0,0.016037735849056604,0,0.0,0.006172839506172839,0,1,27.296590909090924,0,1,0,0.5555555555555556
0,13500.0,0,0,7,8,1206,8,0,0,4,0,0,0.026078234704112337,0,1687.5,0.006628003314001657,0,1,27.466853130755084,0,1,0,0.7777777777777778
0,13500.0,0,0,7,9,1271,12,0,0,4,0,0,0.01744186046511628,0,1687.5,0.007075471698113208,0,1,39.00863155668361,0,0,4,0.7
0,10500.0,0,0,8,7,1365,15,0,0,4,0,0,0.01618705035971223,0,1166.6666666666667,0.005124450951683748,0,1,35.570384615384626,0,1,0,1.0
0,0.0,0,0,6,7,1244,25,1,0,4,0,0,0.02044790652385589,0,0.0,0.005622489959839358,0,1,26.064643186003707,0,0,0,0.75
0,10500.0,0,0,6,9,969,5,0,0,1,0,0,0.030729833546734954,0,1500.0,0.009278350515463918,0,1,37.481204351204354,0,0,0,0.6
0,17500.0,1,0,3,4,457,1,0,0,1,0,0,0.03655352480417755,0,4375.0,0.008733624454148471,0,0,15.07991935483875,0,0,0,0.6
0,6500.0,1,0,8,5,654,5,0,0,3,0,0,0.034990791896869246,0,722.2222222222222,0.007633587786259542,0,0,-7.88890060240962,0,0,0,1.3333333333333333
0,1000.5,1,0,2,8,1301,2,0,0,5,0,0,0.025592417061611375,0,333.5,0.006144393241167435,0,0,36.575717948717966,0,1,0,0.2222222222222222
0,2000.0,0,0,10,10,350,2,0,0,1,0,0,0.03125,0,181.8181818181818,0.02849002849002849,0,1,20.65768115942032,0,0,0,0.9090909090909091
0,3750.0,0,0,5,5,1271,0,0,0,2,0,0,0.016205910390848427,0,625.0,0.003930817610062893,0,1,24.11055023923447,0,1,0,0.8333333333333334
0,6750.0,1,0,2,9,303,2,0,0,2,0,0,0.02834008097165992,0,2250.0,0.029605263157894735,0,0,41.660000000000025,0,0,0,0.2
0,13500.0,1,0,8,3,422,0,0,0,5,0,0,0.10119047619047619,1,1500.0,0.0070921985815602835,0,0,23.295000000000016,10,0,0,2.0
0,12500.0,1,0,5,3,199,1,0,0,1,0,0,0.024691358024691357,0,2083.3333333333335,0.015,0,0,6.870000000000033,0,0,0,1.25
0,25000.0,1,0,6,3,380,5,0,0,1,0,0,0.03184713375796178,0,3571.4285714285716,0.007874015748031496,0,0,20.71338235294118,0,0,0,1.5
0,34000.0,0,0,3,6,1054,5,0,0,2,0,0,0.026651216685979143,0,8500.0,0.005687203791469194,0,1,28.36915584415587,0,1,0,0.42857142857142855
0,10500.0,1,0,5,4,985,1,0,0,1,0,0,0.02567237163814181,0,1750.0,0.004056795131845842,0,0,9.293571428571425,0,0,0,1.0
0,14500.0,1,0,6,4,1190,1,0,0,1,0,0,0.03412616339193381,0,2071.4285714285716,0.0033585222502099076,0,0,23.282823639774904,0,0,0,1.2
0,15500.0,1,0,11,3,661,0,0,0,1,0,0,0.02247191011235955,0,1291.6666666666667,0.004531722054380665,0,0,17.561571428571455,0,0,0,2.75
0,12500.0,1,0,6,3,155,2,0,0,4,0,0,0.032520325203252036,0,1785.7142857142858,0.019230769230769232,0,0,24.44222826086957,0,0,0,1.5
0,14000.0,1,0,14,5,584,2,0,0,5,0,0,0.02268041237113402,0,933.3333333333334,0.008547008547008548,0,0,16.86539682539683,0,0,0,2.3333333333333335
0,0.0,0,0,1,8,1013,5,0,1,2,0,0,0.027710843373493974,0,0.0,0.007889546351084813,0,1,34.086608391608394,0,1,0,0.1111111111111111
0,11000.0,1,0,6,5,1126,0,0,0,4,0,0,0.03715846994535519,0,1571.4285714285713,0.0044365572315882874,0,0,30.1451315789474,0,0,0,1.0
0,8000.0,0,0,4,7,706,3,0,0,2,0,0,0.024518388791593695,0,1600.0,0.009900990099009901,0,1,39.872459112149556,0,0,0,0.5
0,0.0,0,0,4,7,795,100,1,0,1,0,0,0.028831562974203338,0,0.0,0.008793969849246231,0,1,28.254090909090905,0,0,0,0.5
0,0.0,0,0,1,9,1019,10,0,1,4,0,0,0.022781774580335732,0,0.0,0.008823529411764706,0,1,33.627966507177064,0,1,0,0.1
0,0.0,0,0,16,8,1301,10,0,0,4,0,0,0.02626641651031895,0,0.0,0.006144393241167435,0,1,22.97016323024056,0,0,0,1.7777777777777777
0,0.0,0,0,12,7,1121,20,0,1,2,0,0,0.035637149028077755,0,0.0,0.006238859180035651,0,1,28.40601626016263,0,0,0,1.5
0,5000.0,1,0,5,10,664,5,0,0,1,0,0,0.014625228519195612,0,833.3333333333334,0.015037593984962405,0,0,11.870357142857188,0,0,0,0.45454545454545453
0,0.0,0,0,19,9,1306,5,0,0,2,0,0,0.044131455399061034,0,0.0,0.006885998469778117,0,1,31.78735505873439,0,1,0,1.9
0,3000.0,1,0,7,8,1299,12,0,0,1,0,0,0.026876737720111215,0,375.0,0.006153846153846154,0,0,7.921249999999986,0,0,0,0.7777777777777778
0,0.0,0,0,20,8,995,30,1,1,2,0,0,0.01951219512195122,0,0.0,0.008032128514056224,0,1,30.460493288590612,0,1,0,2.2222222222222223
0,58000.0,1,0,6,6,717,1,0,0,4,0,0,0.04067796610169491,0,8285.714285714286,0.008356545961002786,0,0,18.9338888888889,0,0,0,0.8571428571428571
0,10000.0,1,0,4,3,2643,3,0,0,1,0,0,0.04477611940298507,0,2000.0,0.0011346444780635401,0,0,19.95504491017965,6,0,8,1.0
0,10000.0,1,0,5,5,372,1,0,0,3,0,0,0.036303630363036306,0,1666.6666666666667,0.013404825737265416,0,0,-2.5182352941176305,0,0,0,0.8333333333333334
1,19000.0,1,0,3,3,711,1,0,0,4,0,0,0.010169491525423728,0,4750.0,0.004213483146067416,0,0,17.334333333333348,0,0,0,0.75
0,0.0,0,0,4,9,1255,30,1,0,2,0,0,0.01642512077294686,0,0.0,0.007165605095541401,0,1,31.53925675675677,0,1,0,0.4
0,0.0,0,0,1,8,297,100,1,1,2,0,0,0.05485232067510549,0,0.0,0.026845637583892617,0,1,33.206730769230774,0,0,0,0.1111111111111111
0,15000.0,1,0,5,5,457,1,0,0,4,0,0,0.02666666666666667,0,2500.0,0.010917030567685589,0,0,14.741016949152566,0,0,0,0.8333333333333334
0,11250.0,1,0,7,4,7,0,0,0,2,0,0,0.14285714285714285,0,1406.25,0.5,0,0,36.62000000000003,0,0,0,1.4
0,7500.0,0,0,5,6,648,4,0,0,2,0,0,0.06049149338374291,0,1250.0,0.009244992295839754,0,1,29.143980263157914,0,0,0,0.7142857142857143
0,9000.0,1,0,4,4,934,1,0,0,4,0,0,0.03132832080200501,0,1800.0,0.0042780748663101605,0,0,-92.26928571428567,0,0,0,0.8
0,11000.0,1,0,1,6,465,2,0,0,3,0,0,0.05526315789473684,0,5500.0,0.012875536480686695,0,0,7.2135526315789775,0,0,0,0.14285714285714285
0,15000.0,1,0,2,3,492,0,0,0,3,0,0,0.03324808184143223,0,5000.0,0.006085192697768763,0,0,36.015375000000006,0,0,0,0.5
0,16500.5,0,0,8,5,791,1,0,0,4,0,0,0.045662100456621,0,1833.388888888889,0.006313131313131313,0,1,-1.2415789473683958,0,0,0,1.3333333333333333
0,23000.5,1,0,3,5,282,4,0,0,5,0,0,0.07792207792207792,0,5750.125,0.0176678445229682,0,0,13.87700000000001,0,0,0,0.5
0,14000.0,0,0,2,4,508,1,0,0,3,0,0,0.021739130434782608,0,4666.666666666667,0.007858546168958742,0,1,29.75843478260873,0,0,0,0.4
0,27500.0,1,0,4,4,682,1,0,0,1,0,0,0.02608695652173913,0,5500.0,0.005856515373352855,0,0,25.605000000000018,0,0,0,0.8
0,1750.0,1,0,6,9,424,16,0,1,1,0,0,0.026392961876832845,0,250.0,0.021176470588235293,0,0,25.024078947368423,0,0,0,0.6
0,2250.0,0,0,6,15,512,1,0,0,1,0,0,0.04439252336448598,0,321.42857142857144,0.029239766081871343,0,1,15.293134328358235,0,0,0,0.375
1,11000.0,1,0,2,6,719,1,0,0,3,0,0,0.013559322033898305,0,3666.6666666666665,0.008333333333333333,0,0,21.47012995049505,0,0,0,0.2857142857142857
1,11500.0,0,0,4,5,882,2,0,0,3,0,0,0.029453015427769985,0,2300.0,0.0056625141562853904,0,1,14.761538461538493,0,0,0,0.6666666666666666
0,11000.0,0,0,9,7,605,2,0,0,2,0,0,0.018218623481781375,0,1100.0,0.01155115511551155,0,1,22.330641025641057,0,0,0,1.125
0,17500.0,0,0,4,3,377,2,0,0,2,0,0,0.03363914373088685,0,3500.0,0.007936507936507936,0,1,-41.6340909090909,0,0,0,1.0
0,6000.0,1,0,4,5,318,2,0,0,3,0,0,0.03018867924528302,0,1200.0,0.01567398119122257,0,0,9.725000000000023,0,0,0,0.6666666666666666
0,11500.0,1,0,1,8,317,2,0,0,2,0,0,0.019305019305019305,0,5750.0,0.025157232704402517,0,0,26.723750000000024,0,0,0,0.1111111111111111
0,27500.0,1,0,3,5,853,1,0,0,5,0,0,0.01977401129943503,0,6875.0,0.00585480093676815,0,0,7.873000000000019,0,0,0,0.5
0,5000.0,1,0,7,4,727,1,0,0,1,0,0,0.03161397670549085,0,625.0,0.005494505494505495,0,0,23.51981818181818,0,0,0,1.4
0,20000.0,1,0,6,4,1648,2,0,0,1,0,0,0.043134435657800146,0,2857.1428571428573,0.002425712553062462,0,0,7.241333333333358,0,0,0,1.2
0,7500.0,1,0,4,7,469,2,0,0,5,0,0,0.041884816753926704,0,1500.0,0.014893617021276596,0,0,19.093387096774222,0,0,0,0.5
0,12000.0,0,0,2,7,498,1,0,0,2,0,0,0.022058823529411766,0,4000.0,0.014028056112224449,0,1,-2.0027356557376947,0,0,0,0.25
0,11000.0,0,0,2,7,252,3,0,0,1,0,0,0.03431372549019608,0,3666.6666666666665,0.02766798418972332,0,1,22.045595238095274,0,0,0,0.25
0,11500.0,0,0,4,4,2513,20,0,0,4,0,0,0.042053789731051346,0,2300.0,0.0015910898965791568,0,1,27.681958141573546,5,0,0,0.8
0,13500.0,1,0,6,4,498,2,0,0,1,0,0,0.04987531172069826,0,1928.5714285714287,0.008016032064128256,0,0,30.082173913043505,0,0,0,1.2
1,1500.0,1,0,9,5,1257,4,0,0,1,0,0,0.02829268292682927,0,150.0,0.00397456279809221,0,0,26.087386363636398,0,1,0,1.5
0,12500.0,1,0,6,5,599,4,0,0,2,0,0,0.016563146997929608,0,1785.7142857142858,0.008333333333333333,0,0,26.085097891566278,0,0,0,1.0
0,3750.0,0,0,2,5,234,3,0,0,3,0,0,0.05235602094240838,0,1250.0,0.02127659574468085,0,1,10.319885057471282,0,0,0,0.3333333333333333
0,6500.0,1,0,5,7,311,19,0,1,3,0,0,0.01984126984126984,0,1083.3333333333333,0.022435897435897436,0,0,24.857545454545487,0,0,0,0.625
0,12500.0,1,0,6,4,434,1,0,0,5,0,0,0.033707865168539325,0,1785.7142857142858,0.009195402298850575,0,0,24.78637005649722,0,0,0,1.2
0,10000.0,1,0,3,5,769,1,0,0,4,0,0,0.026113671274961597,0,2500.0,0.006493506493506494,0,0,16.465551020408185,0,0,0,0.5
0,12500.0,1,0,7,5,406,1,0,0,2,0,0,0.030395136778115502,0,1562.5,0.012285012285012284,0,0,26.04232954545455,0,0,0,1.1666666666666667
0,7500.0,1,0,3,7,330,1,0,0,5,0,0,0.03308823529411765,0,1875.0,0.021148036253776436,0,0,8.848928571428587,0,0,0,0.375
0,15000.0,1,0,7,6,638,3,0,0,2,0,0,0.015296367112810707,0,1875.0,0.009389671361502348,0,0,4.220000000000027,0,0,0,1.0
1,6500.0,1,0,4,3,814,6,0,0,4,0,0,0.023809523809523808,0,1300.0,0.0036809815950920245,0,0,15.706333333333362,0,0,0,1.0
0,16000.0,1,0,5,4,960,5,0,0,1,0,0,0.05044136191677175,0,2666.6666666666665,0.004162330905306972,0,0,34.922727272727286,0,0,0,1.0
0,4501.0,1,0,1,5,821,20,0,0,2,0,0,0.041666666666666664,0,2250.5,0.006082725060827251,0,0,35.84110330578514,0,0,0,0.16666666666666666
0,0.0,1,0,8,7,1031,60,1,1,2,0,0,0.03942652329749104,0,0.0,0.006782945736434108,0,0,15.1602380952381,0,0,0,1.0
0,8500.0,1,0,6,4,364,2,0,0,4,0,0,0.037800687285223365,0,1214.2857142857142,0.010958904109589041,0,0,13.301159420289878,0,0,0,1.2
0,8000.0,1,0,6,6,1903,5,0,0,6,0,0,0.03125,0,1142.857142857143,0.0031512605042016808,0,0,35.65409503843466,0,0,0,0.8571428571428571
0,12000.0,1,0,6,7,1175,2,0,0,1,0,0,0.016359918200409,0,1714.2857142857142,0.005952380952380952,0,0,28.418048128342264,0,1,0,0.75
0,12500.0,1,0,7,8,1015,1,0,0,2,0,0,0.024067388688327317,0,1562.5,0.007874015748031496,0,0,7.98214285714289,0,0,0,0.7777777777777778
0,26500.0,1,0,1,5,311,20,0,0,2,0,0,0.019230769230769232,0,13250.0,0.016025641025641024,0,0,10.480000000000018,0,0,0,0.16666666666666666
0,27500.0,1,0,1,6,310,20,0,0,2,0,0,0.026217228464419477,0,13750.0,0.01929260450160772,0,0,-17.13461538461536,6,0,8,0.14285714285714285
0,10000.0,1,0,1,6,638,2,0,0,3,0,0,0.019157088122605363,0,5000.0,0.009389671361502348,0,0,29.664363636363674,0,0,0,0.14285714285714285
0,26500.0,1,0,1,5,288,20,0,0,2,0,0,0.024096385542168676,0,13250.0,0.01730103806228374,0,0,0.0800000000000125,6,0,8,0.16666666666666666
0,4000.0,0,0,5,3,1899,2,0,0,1,0,0,0.029206349206349208,0,666.6666666666666,0.0015789473684210526,0,1,3.1092307692308054,0,0,0,1.25
0,4000.0,1,0,10,11,335,4,0,0,2,0,0,0.01858736059479554,0,363.6363636363636,0.03273809523809524,0,0,15.340000000000032,0,0,0,0.8333333333333334
0,21500.0,1,0,8,6,720,5,0,0,4,0,0,0.033783783783783786,0,2388.8888888888887,0.008321775312066574,0,0,19.956862170087987,0,0,0,1.1428571428571428
0,13000.0,1,0,7,3,601,1,0,0,2,0,0,0.018108651911468814,0,1625.0,0.0049833887043189366,0,0,22.233333333333377,0,0,0,1.75
0,11000.0,1,0,3,3,496,0,0,0,2,0,0,0.014563106796116505,0,2750.0,0.006036217303822937,0,0,10.986370967741976,0,0,0,0.75
0,11500.0,1,0,3,5,536,10,0,0,1,0,0,0.02947845804988662,0,2875.0,0.00931098696461825,0,0,28.436228482003145,0,0,0,0.5
0,7000.0,0,0,5,4,610,7,0,0,4,0,0,0.011881188118811881,0,1166.6666666666667,0.006546644844517185,0,1,32.213480392156896,0,0,0,1.0
0,8250.0,1,0,3,3,148,2,0,0,2,0,0,0.03333333333333333,0,2062.5,0.020134228187919462,0,0,6.097960526315802,0,0,0,0.75
0,13500.0,1,0,6,7,545,4,0,0,2,0,0,0.02666666666666667,0,1928.5714285714287,0.01282051282051282,0,0,11.61198412698414,0,0,0,0.75
0,6000.0,0,0,2,5,668,5,0,0,4,0,0,0.019855595667870037,0,2000.0,0.007473841554559043,0,1,9.930624999999992,0,0,0,0.3333333333333333
0,10500.0,0,0,3,4,369,4,0,0,4,0,0,0.030201342281879196,0,2625.0,0.010810810810810811,0,1,17.31600000000003,0,0,0,0.6
0,6000.0,0,0,3,4,345,7,0,0,4,0,0,0.013986013986013986,0,1500.0,0.011560693641618497,0,1,25.70875000000001,0,0,0,0.6
0,4000.0,0,0,3,6,333,5,0,0,4,0,0,0.01818181818181818,0,1000.0,0.017964071856287425,0,1,-5.133857142857124,0,0,0,0.42857142857142855
0,6000.0,0,0,4,4,1176,7,0,0,4,0,0,0.030114226375908618,0,1200.0,0.0033984706881903144,0,1,25.322275862068977,6,0,8,0.8
0,9000.0,1,0,4,4,1072,2,0,0,3,3,0,0.02828054298642534,0,1800.0,0.003727865796831314,0,0,13.636666666666684,0,0,0,0.8
0,9000.0,0,0,4,4,1103,5,0,0,2,0,0,0.023542600896860985,0,1800.0,0.0036231884057971015,0,1,32.78243015414262,0,0,0,0.8
0,2500.0,0,0,3,7,728,3,0,0,5,0,0,0.03015075376884422,0,625.0,0.009602194787379973,0,1,19.408750000000026,6,0,8,0.375
0,9000.0,1,0,8,4,1104,3,0,0,2,0,0,0.08257918552036199,0,1000.0,0.0036199095022624436,0,0,38.00636363636366,6,0,8,1.6
0,9500.0,1,0,4,7,1273,6,0,1,3,0,0,0.024714828897338403,0,1900.0,0.005494505494505495,0,0,24.562661122661154,0,1,0,0.5
0,8500.0,1,0,4,8,1301,5,0,1,3,0,0,0.017511520737327188,0,1700.0,0.006144393241167435,0,0,15.324796584630889,0,0,0,0.4444444444444444
0,10000.0,1,0,3,6,440,15,0,0,4,0,0,0.019444444444444445,0,2500.0,0.013605442176870748,0,0,23.344406779661057,0,0,0,0.42857142857142855
0,16000.0,1,0,8,5,466,20,0,0,1,0,0,0.028423772609819122,0,1777.7777777777778,0.010706638115631691,0,0,24.70500000000004,6,0,8,1.3333333333333333
0,6500.0,0,0,4,6,406,2,0,0,6,0,0,0.053824362606232294,0,1300.0,0.014742014742014743,0,1,-36.271428571428515,0,0,0,0.5714285714285714
0,10000.0,1,0,5,3,1677,5,0,0,2,0,0,0.0368763557483731,0,1666.6666666666667,0.0017878426698450535,0,0,13.296022727272742,0,0,0,1.25
0,10000.0,1,0,2,4,909,10,0,0,2,0,0,0.09562841530054644,0,3333.3333333333335,0.004395604395604396,0,0,17.838586206896593,0,0,0,0.4
0,10000.0,1,0,5,5,1062,5,0,0,2,0,0,0.046750285062713795,0,1666.6666666666667,0.004703668861712135,0,0,11.566480354178196,0,0,0,0.8333333333333334
0,10000.0,1,0,5,5,1062,5,0,0,2,0,0,0.046750285062713795,0,1666.6666666666667,0.004703668861712135,0,0,11.566480354178196,0,0,0,0.8333333333333334
0,16500.0,0,0,3,4,265,5,0,0,1,0,0,0.0228310502283105,0,4125.0,0.015037593984962405,0,1,37.392195945945986,0,0,0,0.6
1,8500.0,1,0,8,8,1326,1,0,0,1,0,0,0.015784586815227482,0,944.4444444444445,0.006028636021100226,0,0,22.551959247648938,6,0,8,0.8888888888888888
0,6500.0,0,0,3,4,1100,1,0,0,5,0,0,0.034636871508379886,0,1625.0,0.0036330608537693005,0,1,32.86377789874797,0,0,0,0.6
0,12500.0,0,0,7,5,396,2,0,0,4,0,0,0.049689440993788817,0,1562.5,0.012594458438287154,0,1,33.929342105263174,0,0,0,1.1666666666666667
0,7500.0,0,0,1,5,449,2,0,0,6,0,0,0.01928374655647383,0,3750.0,0.011111111111111112,0,1,17.694918032786887,0,0,0,0.16666666666666666
0,8000.0,0,0,7,5,858,1,0,1,3,0,0,0.045584045584045586,1,1000.0,0.005820721769499418,0,1,-2.4042307692307645,10,0,0,1.1666666666666667
0,8000.0,0,0,4,6,1365,1,0,1,3,0,0,0.04025044722719141,0,1600.0,0.004392386530014641,0,1,30.48148524720895,0,1,0,0.5714285714285714
0,16000.0,1,0,7,5,1029,4,0,0,4,0,0,0.04904306220095694,0,2000.0,0.0048543689320388345,0,0,34.57609625668451,0,1,0,1.1666666666666667
0,69000.0,1,0,5,9,628,2,0,0,4,0,0,0.01782178217821782,0,11500.0,0.014308426073131956,0,0,24.447857142857146,0,0,0,0.5
1,14445.0,0,0,6,5,1355,1,0,0,1,0,0,0.01694915254237288,0,2063.5714285714284,0.003687315634218289,0,1,20.10682432432435,0,0,0,1.0
0,15000.0,1,0,2,4,904,1,0,0,3,0,0,0.03163686382393398,0,5000.0,0.004419889502762431,0,0,23.03727272727278,0,0,0,0.4
0,23000.0,1,0,2,7,569,2,0,0,1,0,0,0.014675052410901468,0,7666.666666666667,0.012280701754385965,0,0,-5.375183098591549,0,0,0,0.25
0,6500.0,1,0,3,6,509,2,0,0,4,0,0,0.07407407407407407,0,1625.0,0.011764705882352941,0,0,31.110714285714295,0,0,0,0.42857142857142855
0,7500.0,0,0,1,4,1310,2,0,0,6,0,0,0.044667274384685506,0,3750.0,0.0030511060259344014,0,1,-23.83439393939392,0,0,0,0.2
0,15000.0,1,0,7,5,1057,5,0,0,4,0,0,0.05536332179930796,0,1875.0,0.004725897920604915,0,0,30.912500000000023,0,1,0,1.1666666666666667
0,25000.0,1,0,1,4,1574,1,0,0,2,0,0,0.040926640926640924,0,12500.0,0.0025396825396825397,0,0,11.375278317152123,0,0,0,0.2
0,12000.0,0,0,1,7,381,1,0,0,3,0,0,0.022508038585209004,0,6000.0,0.01832460732984293,0,1,2.684166666666698,0,0,0,0.125
0,12000.0,0,0,2,6,407,1,0,0,3,0,0,0.021021021021021023,0,4000.0,0.014705882352941176,0,1,-6.911309523809479,0,0,0,0.2857142857142857
0,25000.0,1,0,5,5,702,2,0,0,7,0,0,0.017361111111111112,0,4166.666666666667,0.007112375533428165,0,0,13.98582162921349,0,0,0,0.8333333333333334
0,20000.5,1,0,4,8,1260,3,0,0,2,0,0,0.025717111770524232,0,4000.1,0.006344171292624901,0,0,32.76766064257032,0,0,0,0.4444444444444444
0,8500.0,1,0,3,6,1229,7,0,0,4,0,0,0.01768172888015717,0,2125.0,0.004878048780487805,0,0,25.539181818181817,0,0,0,0.42857142857142855
0,12500.0,1,0,8,5,688,2,0,0,1,0,0,0.015873015873015872,0,1388.888888888889,0.00725689404934688,0,0,7.664999999999992,0,1,0,1.3333333333333333
0,11500.0,1,0,10,6,1586,1,0,0,2,0,0,0.036336109008327025,0,1045.4545454545455,0.003780718336483932,0,0,-4.970354838709653,0,0,0,1.4285714285714286
1,12500.0,1,0,6,5,1302,1,0,0,2,0,0,0.057492931196983975,0,1785.7142857142858,0.003837298541826554,0,0,15.545018761726112,0,0,0,1.0
0,6500.0,1,0,10,7,675,1,0,0,2,0,0,0.03296703296703297,0,590.9090909090909,0.010355029585798817,0,0,34.78970009372074,0,0,0,1.25
0,17500.0,0,0,1,3,1191,0,0,0,4,0,0,0.03255340793489318,0,8750.0,0.0025167785234899327,0,1,9.879552980132473,0,0,0,0.25
0,8500.0,1,0,8,7,632,1,0,0,2,0,0,0.021442495126705652,0,944.4444444444445,0.011058451816745656,0,0,9.449606188466987,0,0,0,1.0
0,1500.0,0,0,1,8,1271,8,0,0,4,0,0,0.02005730659025788,0,750.0,0.006289308176100629,1,1,27.10627313862608,0,1,0,0.1111111111111111
0,15000.0,0,0,5,5,1287,0,0,0,4,0,0,0.01953488372093023,0,2500.0,0.0038819875776397515,0,1,12.432362637362644,0,0,0,0.8333333333333334
0,12500.0,1,0,15,5,988,10,0,0,3,0,0,0.01968019680196802,0,781.25,0.005055611729019211,0,0,5.3339774859287274,0,0,0,2.5
0,6000.0,1,0,5,3,388,1,0,0,4,0,0,0.01929260450160772,0,1000.0,0.007712082262210797,0,0,20.70371794871798,0,0,0,1.25
0,12000.0,1,0,10,5,783,1,0,0,4,0,0,0.026813880126182965,0,1090.909090909091,0.006377551020408163,0,0,16.611417112299506,0,0,0,1.6666666666666667
0,20000.0,1,0,9,5,386,2,0,0,1,0,0,0.0440251572327044,0,2000.0,0.012919896640826873,0,0,32.30985714285717,0,0,0,1.5
0,22000.0,1,0,5,2,1627,0,0,0,1,0,0,0.011078286558345642,0,3666.6666666666665,0.0012285012285012285,0,0,12.48626712328769,0,0,0,1.6666666666666667
0,14000.5,1,0,9,6,1087,1,0,1,3,0,0,0.022002200220022004,0,1400.05,0.0055147058823529415,0,0,9.64500000000001,0,0,0,1.2857142857142858
0,10500.0,0,0,8,4,1050,1,0,0,5,0,0,0.03121387283236994,0,1166.6666666666667,0.003805899143672693,0,1,16.965899137358974,0,0,0,1.6
0,13000.0,1,0,6,7,499,2,0,0,3,0,0,0.027093596059113302,0,1857.142857142857,0.014,0,0,42.258186619718344,0,0,0,0.75
0,5000.5,1,0,5,6,1303,1,0,0,4,0,0,0.05921052631578947,0,833.4166666666666,0.004601226993865031,0,0,31.300051313628927,0,0,0,0.7142857142857143
1,18500.0,0,0,2,6,784,8,0,0,1,0,0,0.015384615384615385,0,6166.666666666667,0.007643312101910828,0,1,11.401647727272746,0,0,0,0.2857142857142857
0,3500.0,1,0,1,5,1350,29,1,0,2,0,0,0.014414414414414415,0,1750.0,0.003700962250185048,0,0,27.72386363636366,0,1,0,0.16666666666666666
0,2250.0,0,0,7,7,1377,2,0,0,1,0,0,0.029281277728482696,0,281.25,0.0050798258345428155,0,1,30.493540669856486,0,0,0,0.875
0,6500.0,1,0,3,4,862,1,0,0,4,0,0,0.05057803468208093,0,1625.0,0.004634994206257242,0,0,-4.340029498525041,0,0,0,0.6
0,8500.0,1,0,3,6,1097,7,0,0,4,0,0,0.029082774049217,0,2125.0,0.00546448087431694,0,0,38.02857142857144,0,0,0,0.42857142857142855
1,8500.0,1,0,11,4,1280,2,0,0,2,0,0,0.06066350710900474,0,708.3333333333334,0.00312256049960968,0,0,26.977802631578953,0,0,0,2.2
0,10000.0,1,0,3,5,1582,10,0,0,1,0,0,0.03469079939668175,0,2500.0,0.003158559696778269,0,0,-82.05399999999996,0,0,0,0.5
0,16000.0,0,0,3,7,539,15,0,0,1,0,0,0.037199124726477024,0,4000.0,0.012962962962962963,0,1,-40.666428571428554,0,0,0,0.375
0,7750.0,0,0,3,9,526,5,0,0,4,0,0,0.018140589569160998,0,1937.5,0.017077798861480076,0,1,19.032882462686615,0,0,0,0.3
0,1500.0,0,0,1,8,1240,7,0,0,4,0,0,0.02551521099116781,0,750.0,0.0064464141821112,1,1,34.62970238095238,0,0,0,0.1111111111111111
0,12500.0,1,0,6,5,823,2,0,0,4,0,0,0.04451038575667656,0,1785.7142857142858,0.006067961165048544,0,0,20.666666666666686,0,0,0,1.0
0,20000.0,1,0,3,4,182,1,0,0,2,0,0,0.04081632653061224,0,5000.0,0.02185792349726776,0,0,17.755250000000018,0,0,0,0.6
0,10000.0,1,0,3,2,942,0,0,0,1,0,0,0.024934383202099737,0,2500.0,0.0021208907741251328,0,0,38.972500000000025,0,0,0,1.0
