is_scam,cleaned_stipend_monthly,has_website,has_email,skills_count,title_word_count,desc_char_length,numeric_openings,is_bulk_hiring,is_wfh_short_duration,company_name_word_count,link_count_desc,contact_count_desc,all_caps_ratio_desc,keyword_count,stipend_to_skills_ratio,text_density_index,low_skills_high_urgency,is_anonymous_recruiter
0,0.0,0,0,20,8,884,30,1,1,2,0,0,0.018970189701897018,0,0.0,0.00903954802259887,0,1
0,0.0,1,0,7,9,522,5,0,0,6,0,0,0.018957345971563982,0,0.0,0.017208413001912046,0,0
0,10000.0,0,0,3,7,447,1,0,0,2,0,0,0.01634877384196185,0,2500.0,0.015625,0,1
0,11000.0,1,0,2,4,849,2,0,0,1,0,0,0.015602836879432624,0,3666.6666666666665,0.004705882352941176,0,0
0,12000.0,1,0,5,6,335,1,0,0,2,0,0,0.06666666666666667,0,2000.0,0.017857142857142856,0,0
0,3000.0,1,0,5,5,529,20,0,0,1,0,0,0.02364066193853428,0,500.0,0.009433962264150943,0,0
0,17500.0,1,0,3,5,232,0,0,0,1,0,0,0.021164021164021163,0,4375.0,0.02145922746781116,0,0
0,10000.0,0,0,6,5,514,2,0,0,2,0,0,0.023752969121140142,0,1428.5714285714287,0.009708737864077669,0,1
0,12500.0,1,0,9,5,1737,2,0,0,2,0,0,0.0343859649122807,0,1250.0,0.0028768699654775605,0,0
0,57500.0,1,0,5,2,643,0,0,0,1,0,0,0.013133208255159476,0,9583.333333333334,0.003105590062111801,0,0
0,7500.0,1,0,2,1,554,0,0,0,4,0,0,0.037694013303769404,0,2500.0,0.0018018018018018018,0,0
0,10000.0,0,0,8,3,7,0,0,0,2,0,0,0.14285714285714285,0,1111.111111111111,0.375,0,1
0,10000.0,0,0,5,5,1000,2,0,0,7,0,0,0.04187192118226601,0,1666.6666666666667,0.004995004995004995,0,1
0,12500.0,0,0,4,4,863,2,0,0,3,0,0,0.04160887656033287,0,2500.0,0.004629629629629629,0,1
0,7500.0,0,0,6,5,758,2,0,0,4,0,0,0.0272,0,1071.4285714285713,0.006587615283267457,0,1
0,11000.0,0,0,8,3,1139,10,0,0,1,0,0,0.01939655172413793,0,1222.2222222222222,0.002631578947368421,0,1
0,8500.0,1,0,1,5,345,3,0,0,3,0,0,0.017921146953405017,0,4250.0,0.014450867052023121,0,0
0,9000.0,1,0,4,4,1256,2,0,0,1,0,0,0.030362389813907934,0,1800.0,0.0031821797931583136,0,0
0,14000.0,1,0,7,4,803,2,0,0,1,0,0,0.032507739938080496,0,1750.0,0.004975124378109453,0,0
0,9000.0,1,0,4,4,1034,2,0,0,1,0,0,0.03274853801169591,0,1800.0,0.003864734299516908,0,0
0,28750.0,0,0,3,6,320,1,0,0,2,0,0,0.015151515151515152,0,7187.5,0.018691588785046728,0,1
0,6500.0,0,0,5,4,243,1,0,0,4,0,0,0.03608247422680412,0,1083.3333333333333,0.01639344262295082,0,1
0,5000.0,1,0,15,5,1558,1,0,0,3,0,0,0.03537735849056604,0,312.5,0.003207184092366902,0,0
0,5000.5,1,0,7,7,687,1,0,0,3,0,0,0.02831858407079646,0,625.0625,0.010174418604651164,0,0
0,22500.0,1,0,9,3,800,5,0,0,3,0,0,0.04122137404580153,0,2250.0,0.003745318352059925,0,0
0,6500.0,1,0,4,4,1122,2,0,0,4,0,0,0.0405982905982906,0,1300.0,0.003561887800534283,0,0
0,5000.0,1,0,5,5,362,1,0,0,3,0,0,0.02040816326530612,0,833.3333333333334,0.013774104683195593,0,0
0,20500.0,0,0,2,5,179,10,0,0,3,0,0,0.09219858156028368,0,6833.333333333333,0.027777777777777776,0,1
0,12750.0,1,0,10,5,720,2,0,0,2,0,0,0.026936026936026935,0,1159.090909090909,0.006934812760055479,0,0
0,13500.0,1,0,6,5,745,1,0,0,2,0,0,0.03930817610062893,0,1928.5714285714287,0.006702412868632708,0,0
0,20000.0,1,0,5,3,1050,10,0,0,4,0,0,0.03329369797859691,0,3333.3333333333335,0.0028544243577545195,0,0
0,5500.0,0,0,2,4,616,3,0,0,3,0,0,0.024844720496894408,0,1833.3333333333333,0.006482982171799027,0,1
0,9000.0,1,0,4,4,1245,5,0,0,2,0,0,0.017543859649122806,0,1800.0,0.0032102728731942215,0,0
1,25000.0,1,0,7,12,712,1,0,0,4,0,0,0.023688663282571912,0,3125.0,0.016830294530154277,0,0
0,11250.0,1,0,8,5,647,1,0,0,4,0,0,0.02119460500963391,0,1250.0,0.007716049382716049,0,0
0,6500.5,1,0,6,4,540,1,0,0,3,0,0,0.01809954751131222,0,928.6428571428571,0.0073937153419593345,0,0
0,17500.0,1,0,9,3,284,0,0,0,5,0,0,0.03292181069958848,0,1750.0,0.010526315789473684,0,0
0,7250.0,1,0,5,3,514,0,0,0,4,0,0,0.06521739130434782,0,1208.3333333333333,0.005825242718446602,0,0
0,12500.0,1,0,11,5,269,1,0,0,5,0,0,0.0593607305936073,0,1041.6666666666667,0.018518518518518517,0,0
0,7000.0,1,0,6,12,513,2,0,0,2,0,0,0.02142857142857143,0,1000.0,0.023346303501945526,0,0
0,15000.0,0,0,2,5,491,1,0,0,1,0,0,0.027842227378190254,0,5000.0,0.01016260162601626,0,1
0,7250.0,0,0,1,8,681,2,0,1,3,0,0,0.024344569288389514,0,3625.0,0.011730205278592375,0,1
0,3500.0,1,0,7,9,316,1,0,0,1,0,0,0.0311284046692607,0,437.5,0.028391167192429023,0,0
0,5000.0,0,0,7,4,325,1,0,0,7,0,0,0.045454545454545456,0,625.0,0.012269938650306749,0,1
1,3500.0,0,0,7,5,1354,2,0,0,3,0,0,0.029385574354407838,0,437.5,0.0036900369003690036,0,1
0,6000.0,0,0,3,6,389,2,0,0,3,0,0,0.052795031055900624,0,1500.0,0.015384615384615385,0,1
0,12500.0,1,0,7,5,622,1,0,0,4,0,0,0.05325443786982249,0,1562.5,0.008025682182985553,0,0
0,17500.0,1,0,7,4,1034,2,0,0,4,0,0,0.021176470588235293,0,2187.5,0.003864734299516908,0,0
0,10000.0,0,0,3,6,497,2,0,0,2,0,0,0.017114914425427872,0,2500.0,0.012048192771084338,0,1
0,12500.0,1,0,4,4,581,2,0,0,1,0,0,0.01935483870967742,0,2500.0,0.006872852233676976,0,0
0,8000.0,0,0,6,8,191,1,0,0,2,0,0,0.02564102564102564,0,1142.857142857143,0.041666666666666664,0,1
0,25000.0,1,0,5,4,420,30,1,0,1,0,0,0.017341040462427744,0,4166.666666666667,0.009501187648456057,0,0
0,10000.0,0,0,3,4,503,2,0,0,2,0,0,0.01694915254237288,0,2500.0,0.007936507936507936,0,1
0,14500.0,0,0,6,4,1360,1,0,0,4,0,0,0.02640845070422535,0,2071.4285714285716,0.0029390154298310064,0,1
0,19000.0,1,0,5,1,726,0,0,0,7,0,0,0.04159733777038269,0,3166.6666666666665,0.001375515818431912,0,0
0,10000.0,1,0,4,3,1498,1,0,0,2,0,0,0.019623875715453803,0,2000.0,0.0020013342228152103,0,0
0,15000.0,0,0,6,5,1498,1,0,0,4,0,0,0.020950846091861403,0,2142.8571428571427,0.00333555703802535,0,1
0,8000.0,1,0,5,4,1047,10,0,0,3,0,0,0.01687289088863892,0,1333.3333333333333,0.003816793893129771,0,0
0,22500.0,1,0,7,5,282,2,0,0,4,0,0,0.04405286343612335,0,2812.5,0.0176678445229682,0,0
0,1750.0,1,0,5,6,398,8,0,1,1,0,0,0.0182370820668693,0,291.6666666666667,0.015037593984962405,0,0
0,7500.0,1,0,2,1,7,0,0,0,2,0,0,0.14285714285714285,0,2500.0,0.125,0,0
0,11500.0,1,0,8,3,425,20,0,0,1,0,0,0.023054755043227664,0,1277.7777777777778,0.007042253521126761,0,0
0,14500.0,1,0,1,2,1894,0,0,0,4,0,0,0.021437578814627996,0,7250.0,0.0010554089709762533,1,0
0,5000.5,1,0,2,4,491,1,0,0,3,0,0,0.0196078431372549,0,1666.8333333333333,0.008130081300813009,0,0
0,9250.0,0,0,7,10,1186,1,0,1,3,0,0,0.06217616580310881,0,1156.25,0.008424599831508003,0,1
0,59500.0,0,0,3,5,666,2,0,0,1,0,0,0.026881720430107527,0,14875.0,0.0074962518740629685,0,1
0,11500.0,1,0,4,4,202,20,0,0,1,0,0,0.08982035928143713,0,2300.0,0.019704433497536946,0,0
0,7500.0,0,0,7,5,808,2,0,1,3,0,0,0.0350076103500761,1,937.5,0.006180469715698393,0,1
0,7500.0,1,0,6,9,1018,1,0,1,3,2,0,0.040342298288508556,0,1071.4285714285713,0.008832188420019628,0,0
0,7500.0,0,0,10,11,1052,1,0,1,3,0,0,0.043478260869565216,1,681.8181818181819,0.010446343779677113,0,1
0,8000.0,0,0,4,8,1553,1,0,1,3,0,0,0.034345047923322686,0,1600.0,0.005148005148005148,0,1
0,7500.0,0,0,7,7,780,1,0,0,3,0,0,0.03453689167974882,0,937.5,0.008962868117797696,0,1
0,7500.0,0,0,6,9,690,1,0,0,3,0,0,0.02782608695652174,0,1071.4285714285713,0.013024602026049204,0,1
0,8000.0,0,0,10,9,717,2,0,0,3,0,0,0.02586206896551724,0,727.2727272727273,0.012534818941504178,0,1
0,7500.0,0,0,2,2,7,0,0,0,3,0,0,0.14285714285714285,0,2500.0,0.25,0,1
0,7500.0,0,0,9,8,974,1,0,1,3,0,0,0.045103092783505154,0,750.0,0.008205128205128205,0,1
0,8000.0,0,0,4,9,588,2,0,0,3,0,0,0.05084745762711865,0,1600.0,0.015280135823429542,0,1
0,17500.0,1,0,4,4,659,2,0,0,4,0,0,0.02626641651031895,0,3500.0,0.006060606060606061,0,0
0,7500.0,1,0,6,3,1022,2,0,0,3,0,0,0.01880141010575793,0,1071.4285714285713,0.002932551319648094,0,0
0,8000.0,0,0,8,9,1404,1,0,0,3,0,0,0.0196078431372549,0,888.8888888888889,0.006405693950177936,0,1
0,7500.0,0,0,10,11,769,1,0,1,3,0,0,0.04662379421221865,0,681.8181818181819,0.014285714285714285,0,1
0,6500.0,0,0,5,8,1119,1,0,0,3,0,0,0.043668122270742356,0,1083.3333333333333,0.007142857142857143,0,1
1,4000.0,1,0,3,9,624,1,0,0,2,0,0,0.03024193548387097,0,1000.0,0.0144,0,0
0,7000.0,1,0,6,4,1089,0,0,0,3,0,0,0.02705749718151071,0,1000.0,0.003669724770642202,0,0
0,8000.0,0,0,6,9,1125,1,0,0,3,0,0,0.03470715835140998,0,1142.857142857143,0.007992895204262877,0,1
0,7500.0,0,0,3,5,299,1,0,0,3,0,0,0.05555555555555555,0,1875.0,0.016666666666666666,0,1
0,7500.0,0,0,6,5,440,2,0,0,3,0,0,0.037142857142857144,0,1071.4285714285713,0.011337868480725623,0,1
0,7500.0,1,0,6,5,831,1,0,0,2,0,0,0.027900146842878122,0,1071.4285714285713,0.006009615384615385,0,0
0,10000.0,0,0,8,6,443,2,0,1,3,0,0,0.030985915492957747,0,1111.111111111111,0.013513513513513514,0,1
0,7000.0,0,0,3,6,512,1,0,1,3,0,0,0.03631961259079903,0,1750.0,0.011695906432748537,0,1
0,72500.0,1,0,8,3,525,0,0,0,4,0,0,0.03278688524590164,0,8055.555555555556,0.005703422053231939,0,0
0,15000.0,1,0,2,4,1263,4,0,0,7,0,0,0.030798845043310877,0,5000.0,0.0031645569620253164,0,0
1,0.0,1,0,9,8,900,50,1,0,2,0,0,0.030136986301369864,0,0.0,0.008879023307436182,0,0
0,15000.0,1,0,7,6,1495,1,0,0,2,0,0,0.01620745542949757,0,1875.0,0.004010695187165776,0,0
0,10000.0,0,0,8,1,1677,0,0,0,2,0,0,0.02936857562408223,0,1111.111111111111,0.0005959475566150178,0,1
0,9000.0,1,0,5,6,546,4,0,0,1,0,0,0.04044943820224719,0,1500.0,0.010968921389396709,0,0
0,4000.0,0,0,11,7,443,1,0,0,1,0,0,0.05649717514124294,0,333.3333333333333,0.015765765765765764,0,1
0,11000.0,1,0,5,7,1040,1,0,0,4,0,0,0.0234192037470726,0,1833.3333333333333,0.0067243035542747355,0,0
0,17500.0,1,0,5,3,719,4,0,0,5,0,0,0.031413612565445025,0,2916.6666666666665,0.004166666666666667,0,0
0,30000.0,1,0,3,5,1097,2,0,0,1,0,0,0.01662971175166297,0,7500.0,0.004553734061930784,0,0
0,8750.0,0,0,7,3,466,0,0,0,3,0,0,0.034666666666666665,0,1093.75,0.006423982869379015,0,1
0,2001.0,1,0,1,13,996,10,0,1,2,0,0,0.02952029520295203,0,1000.5,0.013039117352056168,0,0
0,15500.0,0,0,3,8,259,10,0,0,1,0,0,0.03365384615384615,0,3875.0,0.03076923076923077,0,1
0,7500.0,0,0,6,5,1247,1,0,0,1,0,0,0.06255924170616113,0,1071.4285714285713,0.004006410256410256,0,1
0,20000.0,0,0,3,5,291,10,0,0,4,0,0,0.016736401673640166,0,5000.0,0.017123287671232876,0,1
0,12500.0,0,0,6,2,452,0,0,0,3,0,0,0.02997275204359673,0,1785.7142857142858,0.004415011037527594,0,1
0,7000.0,1,0,4,6,1460,1,0,0,1,0,0,0.01728395061728395,0,1400.0,0.004106776180698152,0,0
0,14000.0,0,0,5,5,330,0,0,0,4,0,0,0.05426356589147287,0,2333.3333333333335,0.015105740181268883,0,1
0,14500.0,1,0,7,1,7,0,0,0,2,0,0,0.14285714285714285,0,1812.5,0.125,0,0
0,10000.0,1,0,6,1,878,0,0,0,3,0,0,0.04426002766251729,0,1428.5714285714287,0.0011376564277588168,0,0
0,22500.0,1,0,7,6,558,1,0,0,6,0,0,0.021645021645021644,0,2812.5,0.01073345259391771,0,0
0,7500.0,1,0,6,6,476,2,0,0,5,0,0,0.03865979381443299,0,1071.4285714285713,0.012578616352201259,0,0
0,15000.0,0,0,10,5,970,4,0,0,1,0,0,0.05,0,1363.6363636363637,0.005149330587023687,0,1
0,17500.0,0,0,7,5,1184,3,0,0,1,0,0,0.029136316337148804,0,2187.5,0.004219409282700422,0,1
0,15000.0,0,0,6,5,1297,3,0,0,1,0,0,0.018709073900841908,0,2142.8571428571427,0.003852080123266564,0,1
0,15000.0,0,0,10,5,1462,4,0,0,1,0,0,0.037720033528918694,0,1363.6363636363637,0.003417634996582365,0,1
0,15000.0,0,0,7,4,1091,3,0,0,1,0,0,0.028921023359288096,0,1875.0,0.003663003663003663,0,1
0,11000.0,0,0,8,5,904,10,0,0,2,0,0,0.041891891891891894,0,1222.2222222222222,0.0055248618784530384,0,1
0,0.0,1,0,8,9,560,6,0,0,2,0,0,0.03736263736263736,0,0.0,0.016042780748663103,0,0
0,10000.0,0,0,5,7,1424,1,0,0,3,0,0,0.01728608470181504,0,1666.6666666666667,0.004912280701754386,0,1
0,10000.0,0,0,4,11,374,5,0,1,2,0,0,0.05519480519480519,0,2000.0,0.029333333333333333,0,1
0,5000.5,0,0,4,6,1175,4,0,0,1,0,0,0.03466955579631636,0,1000.1,0.00510204081632653,0,1
0,0.0,0,0,20,8,1135,25,1,1,4,0,0,0.021344717182497332,0,0.0,0.007042253521126761,0,1
1,9000.0,1,0,5,5,953,5,0,0,1,0,0,0.03792667509481669,0,1500.0,0.005241090146750524,0,0
0,0.0,0,0,8,7,826,100,1,1,2,0,0,0.03111111111111111,0,0.0,0.008464328899637243,0,1
0,2500.0,1,0,4,4,468,1,0,0,2,0,0,0.02349869451697128,0,500.0,0.008528784648187633,0,0
0,5000.0,1,0,11,3,7,0,0,0,2,0,0,0.14285714285714285,0,416.6666666666667,0.375,0,0
0,0.0,0,0,11,7,1373,6,0,0,2,0,0,0.028144239226033423,0,0.0,0.005094614264919942,0,1
1,4000.0,1,0,5,10,719,1,0,0,1,0,0,0.01692047377326565,0,666.6666666666666,0.013888888888888888,0,0
0,20000.0,0,0,1,4,620,0,0,0,3,0,0,0.025440313111545987,0,10000.0,0.00644122383252818,0,1
0,13500.0,1,0,1,5,809,1,0,0,1,0,0,0.034954407294832825,0,6750.0,0.006172839506172839,0,0
0,65001.5,1,0,3,6,526,2,0,0,1,0,0,0.027522935779816515,0,16250.375,0.011385199240986717,0,0
0,10500.0,0,0,8,4,269,4,0,0,1,0,0,0.017699115044247787,0,1166.6666666666667,0.014814814814814815,0,1
0,15000.0,0,0,12,7,470,2,0,0,4,0,0,0.0316622691292876,0,1153.8461538461538,0.014861995753715499,0,1
0,35000.0,0,0,4,1,742,0,0,0,4,0,0,0.012924071082390954,0,7000.0,0.0013458950201884253,0,1
0,16500.0,0,0,1,3,7,0,0,0,4,0,0,0.14285714285714285,0,8250.0,0.375,0,1
0,7500.0,1,0,5,6,1184,5,0,0,1,0,0,0.017507723995880537,0,1250.0,0.005063291139240506,0,0
0,9750.0,0,0,4,9,1238,10,0,0,3,0,0,0.02649656526005888,0,1950.0,0.007263922518159807,0,1
0,27500.0,0,0,9,8,1302,2,0,0,1,0,0,0.057492931196983975,0,2750.0,0.0061396776669224865,0,1
0,31500.0,1,0,16,5,464,5,0,0,5,0,0,0.0390625,0,1852.9411764705883,0.010752688172043012,0,0
0,2250.0,0,0,2,6,1887,1,0,0,4,0,0,0.04434447300771208,0,750.0,0.0031779661016949155,0,1
0,13000.0,0,0,9,8,750,2,0,0,4,0,0,0.03104575163398693,0,1300.0,0.010652463382157125,0,1
0,22500.0,1,0,5,7,219,2,0,1,5,0,0,0.01675977653631285,0,3750.0,0.031818181818181815,0,0
0,4000.0,1,0,4,8,1322,5,0,1,4,0,0,0.01948051948051948,0,800.0,0.006046863189720333,0,0
0,15000.0,1,0,4,5,1080,2,0,0,1,0,0,0.04942528735632184,0,3000.0,0.004625346901017576,0,0
0,22000.0,0,0,7,3,412,0,0,0,2,0,0,0.03418803418803419,0,2750.0,0.007263922518159807,0,1
0,13500.0,1,0,5,3,1110,5,0,0,4,0,0,0.029443838604143947,0,2250.0,0.0027002700270027003,0,0
0,5000.0,1,0,4,2,7,0,0,0,2,0,0,0.14285714285714285,0,1000.0,0.25,0,0
0,8500.0,1,0,6,7,1128,8,0,0,4,0,0,0.03659849300322928,0,1214.2857142857142,0.006200177147918512,0,0
0,8500.0,1,0,4,6,1018,8,0,0,4,0,0,0.040145985401459854,0,1700.0,0.005888125613346418,0,0
0,0.0,0,0,0,3,90,0,0,0,1,0,0,0.16901408450704225,0,0.0,0.03296703296703297,0,1
0,0.0,0,0,0,7,90,0,0,0,3,0,0,0.17333333333333334,0,0.0,0.07692307692307693,1,1
0,0.0,0,0,0,13,90,0,0,0,2,0,0,0.056338028169014086,0,0.0,0.14285714285714285,0,1
0,0.0,0,0,0,10,90,0,0,0,1,0,0,0.02666666666666667,0,0.0,0.10989010989010989,0,1
0,0.0,0,0,0,7,90,0,0,0,2,0,0,0.13513513513513514,0,0.0,0.07692307692307693,0,1
0,0.0,0,0,0,3,90,0,0,0,4,0,0,0.04,0,0.0,0.03296703296703297,0,1
0,0.0,0,0,0,4,90,0,0,0,2,0,0,0.058823529411764705,0,0.0,0.04395604395604396,0,1
0,0.0,0,0,0,5,90,0,0,0,2,0,0,0.013333333333333334,0,0.0,0.054945054945054944,0,1
0,0.0,0,0,0,6,90,0,0,0,2,0,0,0.09230769230769231,0,0.0,0.06593406593406594,0,1
0,0.0,0,0,0,9,90,0,0,0,2,0,0,0.30952380952380953,0,0.0,0.0989010989010989,0,1
0,0.0,0,0,0,5,90,0,0,0,8,0,0,0.05333333333333334,0,0.0,0.054945054945054944,0,1
0,0.0,0,0,0,10,90,0,0,0,7,0,0,0.08108108108108109,0,0.0,0.10989010989010989,0,1
0,0.0,0,0,0,3,89,0,0,0,2,0,0,0.056338028169014086,0,0.0,0.03333333333333333,0,1
0,0.0,0,0,0,5,90,0,0,0,6,0,0,1.0,0,0.0,0.054945054945054944,0,1
0,0.0,0,0,0,5,90,0,0,0,4,0,0,0.19718309859154928,0,0.0,0.054945054945054944,0,1
0,0.0,0,0,0,3,68,0,0,0,2,0,0,0.05084745762711865,0,0.0,0.043478260869565216,0,1
0,0.0,0,0,0,3,90,0,0,0,3,0,0,0.06756756756756757,0,0.0,0.03296703296703297,0,1
0,0.0,0,0,0,6,27,0,0,0,2,0,0,0.04,0,0.0,0.21428571428571427,0,1
0,0.0,0,0,0,3,90,0,0,0,2,0,0,0.07462686567164178,0,0.0,0.03296703296703297,0,1
0,0.0,0,0,0,7,90,0,0,0,3,0,0,0.0410958904109589,0,0.0,0.07692307692307693,0,1
0,0.0,0,0,0,4,73,0,0,0,2,0,0,0.08064516129032258,0,0.0,0.05405405405405406,0,1
0,0.0,0,0,0,3,90,0,0,0,3,0,0,0.02857142857142857,0,0.0,0.03296703296703297,0,1
0,0.0,0,0,0,3,89,0,0,0,3,0,0,0.04285714285714286,0,0.0,0.03333333333333333,0,1
0,0.0,0,0,0,3,90,0,0,0,3,0,0,0.1,0,0.0,0.03296703296703297,0,1
0,0.0,0,0,0,3,89,0,0,0,2,0,0,0.0273972602739726,0,0.0,0.03333333333333333,0,1
0,0.0,0,0,0,3,90,0,0,0,3,0,0,0.06944444444444445,0,0.0,0.03296703296703297,0,1
0,0.0,0,0,0,5,88,0,0,0,2,0,0,0.08823529411764706,0,0.0,0.056179775280898875,0,1
0,0.0,0,0,0,5,89,0,0,0,3,0,0,0.08695652173913043,0,0.0,0.05555555555555555,0,1
0,0.0,0,0,0,10,65,0,0,0,2,0,0,0.11764705882352941,0,0.0,0.15151515151515152,0,1
0,0.0,0,0,0,3,19,0,0,0,3,0,0,0.0,0,0.0,0.15,0,1
0,0.0,0,0,0,7,90,0,0,0,2,0,0,0.08108108108108109,0,0.0,0.07692307692307693,0,1
0,0.0,0,0,0,3,82,0,0,0,3,0,1,0.04838709677419355,0,0.0,0.03614457831325301,0,1
0,0.0,0,0,0,5,90,0,0,0,3,0,0,0.09859154929577464,0,0.0,0.054945054945054944,0,1
0,0.0,0,0,0,3,90,0,0,0,4,0,0,0.02631578947368421,0,0.0,0.03296703296703297,0,1
0,0.0,0,0,0,3,90,0,0,0,2,0,0,0.04411764705882353,0,0.0,0.03296703296703297,0,1
0,0.0,0,0,0,3,90,0,0,0,3,0,0,0.10810810810810811,0,0.0,0.03296703296703297,0,1
0,0.0,0,0,0,3,90,0,0,0,1,0,0,0.05405405405405406,0,0.0,0.03296703296703297,0,1
0,0.0,0,0,0,3,90,0,0,0,4,0,0,0.013157894736842105,0,0.0,0.03296703296703297,0,1
0,0.0,0,0,0,4,89,0,0,0,1,0,0,0.11428571428571428,0,0.0,0.044444444444444446,0,1
0,0.0,0,0,0,4,90,0,0,0,5,0,0,0.6901408450704225,0,0.0,0.04395604395604396,0,1
0,0.0,0,0,0,9,89,0,0,0,2,0,0,0.04411764705882353,0,0.0,0.1,0,1
0,0.0,0,0,0,5,90,0,0,0,1,0,0,0.08,0,0.0,0.054945054945054944,0,1
0,0.0,0,0,0,6,90,0,0,0,3,0,0,0.06756756756756757,0,0.0,0.06593406593406594,0,1
0,0.0,0,0,0,4,90,0,0,0,1,0,0,0.039473684210526314,0,0.0,0.04395604395604396,0,1
0,0.0,0,0,0,4,89,0,0,0,7,0,0,0.18309859154929578,0,0.0,0.044444444444444446,0,1
0,0.0,0,0,0,3,64,0,0,0,2,0,0,0.018518518518518517,0,0.0,0.046153846153846156,0,1
0,0.0,0,0,0,1,89,0,0,0,3,0,0,0.11267605633802817,0,0.0,0.011111111111111112,0,1
0,0.0,0,0,0,2,7,0,0,0,1,0,0,0.14285714285714285,0,0.0,0.25,0,1
0,0.0,0,0,0,2,89,0,0,0,1,0,0,0.1527777777777778,0,0.0,0.022222222222222223,0,1
0,0.0,0,0,0,8,90,0,0,0,2,0,0,0.17333333333333334,0,0.0,0.08791208791208792,0,1
0,0.0,0,0,0,5,90,0,0,0,1,0,0,0.09722222222222222,0,0.0,0.054945054945054944,0,1
0,0.0,0,0,0,2,90,0,0,0,2,0,0,0.11267605633802817,0,0.0,0.02197802197802198,0,1
0,0.0,0,0,0,13,89,0,0,0,2,0,0,0.140625,0,0.0,0.14444444444444443,0,1
0,0.0,0,0,0,3,90,0,0,0,3,0,0,0.06153846153846154,0,0.0,0.03296703296703297,0,1
0,0.0,0,0,0,2,90,0,0,0,2,0,0,0.14285714285714285,0,0.0,0.02197802197802198,0,1
0,0.0,0,0,0,6,90,0,0,0,1,0,0,0.05333333333333334,0,0.0,0.06593406593406594,0,1
0,0.0,0,0,0,4,90,0,0,0,2,0,0,0.02666666666666667,0,0.0,0.04395604395604396,0,1
0,0.0,0,0,0,3,89,0,0,0,1,0,0,0.02702702702702703,0,0.0,0.03333333333333333,0,1
0,0.0,0,0,0,2,89,0,0,0,1,0,0,0.12307692307692308,0,0.0,0.022222222222222223,0,1
0,0.0,0,0,0,5,90,0,0,0,1,0,0,0.1774193548387097,0,0.0,0.054945054945054944,0,1
0,0.0,0,0,0,4,90,0,0,0,1,0,0,0.1388888888888889,0,0.0,0.04395604395604396,0,1
0,0.0,0,0,0,5,90,0,0,0,2,0,0,0.04285714285714286,0,0.0,0.054945054945054944,0,1
0,0.0,0,0,0,3,90,0,0,0,1,0,0,0.125,0,0.0,0.03296703296703297,0,1
0,0.0,0,0,0,6,90,0,0,0,2,0,0,0.012987012987012988,0,0.0,0.06593406593406594,0,1
0,0.0,0,0,0,3,90,0,0,0,2,0,0,0.06756756756756757,0,0.0,0.03296703296703297,0,1
0,0.0,0,0,0,8,90,0,0,0,2,0,0,0.08955223880597014,0,0.0,0.08791208791208792,0,1
0,0.0,0,0,0,5,90,0,0,0,1,0,0,0.14925373134328357,0,0.0,0.054945054945054944,0,1
0,0.0,0,0,0,4,89,0,0,0,2,0,0,0.17142857142857143,0,0.0,0.044444444444444446,0,1
0,0.0,0,0,0,3,90,0,0,0,2,0,0,0.1095890410958904,0,0.0,0.03296703296703297,0,1
0,0.0,0,0,0,3,90,0,0,0,4,0,0,0.10666666666666667,0,0.0,0.03296703296703297,0,1
0,0.0,0,0,0,2,90,0,0,0,2,0,0,0.13513513513513514,0,0.0,0.02197802197802198,0,1
0,0.0,0,0,0,5,90,0,0,0,1,0,0,0.109375,0,0.0,0.054945054945054944,0,1
0,0.0,0,0,0,3,90,0,0,0,1,0,0,0.10144927536231885,0,0.0,0.03296703296703297,0,1
0,0.0,0,0,0,6,90,0,0,0,1,0,0,0.17142857142857143,0,0.0,0.06593406593406594,0,1
0,0.0,0,0,0,8,90,0,0,0,1,0,0,0.17142857142857143,0,0.0,0.08791208791208792,0,1
0,0.0,0,0,0,4,85,0,0,0,2,0,0,0.21428571428571427,0,0.0,0.046511627906976744,0,1
0,0.0,0,0,0,4,90,0,0,0,2,0,0,0.2571428571428571,0,0.0,0.04395604395604396,0,1
0,0.0,0,0,0,7,90,0,0,0,3,0,0,0.039473684210526314,0,0.0,0.07692307692307693,0,1
0,0.0,0,0,0,3,90,0,0,0,1,0,0,0.1506849315068493,0,0.0,0.03296703296703297,0,1
0,0.0,0,0,0,7,89,0,0,0,1,0,0,0.0958904109589041,0,0.0,0.07777777777777778,0,1
0,0.0,0,0,0,4,89,0,0,0,1,0,0,0.06756756756756757,0,0.0,0.044444444444444446,0,1
0,0.0,0,0,0,8,89,0,0,0,2,0,0,0.14084507042253522,0,0.0,0.08888888888888889,0,1
0,0.0,0,0,0,7,89,0,0,0,2,0,0,0.1267605633802817,0,0.0,0.07777777777777778,0,1
0,0.0,0,0,0,7,89,0,0,0,2,0,0,0.14084507042253522,0,0.0,0.07777777777777778,0,1
0,0.0,0,0,0,6,90,0,0,0,6,0,0,0.05333333333333334,0,0.0,0.06593406593406594,0,1
0,0.0,0,0,0,3,90,0,0,0,3,0,0,0.14285714285714285,0,0.0,0.03296703296703297,0,1
0,0.0,0,0,0,3,76,0,0,0,4,0,0,0.014925373134328358,0,0.0,0.03896103896103896,0,1
0,0.0,0,0,0,8,90,0,0,0,2,0,0,0.16,0,0.0,0.08791208791208792,0,1
0,0.0,0,0,0,2,90,0,0,0,3,0,0,0.18309859154929578,0,0.0,0.02197802197802198,0,1
